romaji,kanji,meaning
ichidan,一段,even more one step further
shuunin,就任,assumption of office taking up
taisei,体制,order system structure organization
iten,移転,moving relocation change of address
kanzume,缶詰,canned food tinned confined
koushi,講師,speaker lecturer instructor
heitai,兵隊,soldier sailor
koushuu,公衆,the public general
chikajika,近々,soon before long shortly close
rika,理科,natural science
ryougawa,両側,both sides
kongou,混合,mixing mixture meld
hikage,日陰,shade shadow
tsuna,綱,rope cord line
rainichi,来日,arrival in japan visit to japan
kaikai,開会,opening of a meeting
kanbyou,看病,nursing a patient
hedateru,隔てる,to separate isolate partition divide
kanshou,鑑賞,appreciation of art music
sowasowa,そわそわ,restlessly nervously in a fidget
demukae,出迎え,meeting reception
zaigaku,在学,attending school being enrolled
kishou,起床,rising from bed getting up
chokusen,直前,just before
fukuramasu,膨らます,to swell expand inflate bulge
zatsuon,雑音,noise static
tounan,盗難,theft robbery
nittei,日程,schedule program agenda
minkan,民間,private civilian non government
masshiro,真っ白,pure white blank
shougakusei,小学生,elementary school student
chitai,地帯,area zone
toiawase,問い合わせ,inquiry query interrogation
yougo,用語,term terminology wording
kiban,基盤,foundation basis base
koutsuukikan,交通機関,means of transportation transport sytem
kouji,工事,construction work
yuuryou,有料,fee charging paid not free toll road
zaimoku,材木,wood lumber timber
sen,栓,stopper cork plug tap faucet
ayaui,危うい,dangerous in danger precarious preilous
shikichi,敷地,site plot lot grounds
shirouto,素人,amateur layman novice ordinary person
jitsurei,実例,example illustration precedent
choseki,書籍,book publication
juuryou,重量,weight
junkan,循環,circulation rotation cycle
kiritsu,規律,order observance discipline rules
juuten,重点,important point emphasis stress priority
gouin,強引,overbearing coercive pushy forcible
sunpou,寸法,measurement size dimension plan
kaihou,開放,opening leaving open
keibi,警備,defense guard policing security
naname,斜め,slanting tilted sloping
getsumatsu,月末,end of the month
nichiyouhin,日用品,daily necessities
gendo,限度,limit bounds
reitou,冷凍,freezing freeze
taishou,対照,contrast antithesis comparison
usugurai,薄暗い,dim gloomy
gaibu,外部,outside exterior
kashiya,貸家,house for rent
youki,容器,container receptacle packaging
houmen,方面,direction district area field
kasoku,加速,acceleration speeding up
yanushi,家主,landlord landlady house home owner
tokushu,特殊,special particular peculiar unique
tokushoku,特色,characteristic feature personal color
kaizou,改造,remodelling reconstruction alteration renovation
kyuugyou,休業,suspension of business shutdown holiday
kaisuu,回数,number of times frequency count
kaisei,快晴,clear weather cloudless good
sakasa,逆さ,inverted upside down reversed
shison,子孫,descendant offspring
chuukan,中間,middle midway halfway center
jidou,児童,children juvenile
gakyuu,学級,school class
bunmyaku,文脈,context circumstances line of thought
igi,意義,meaning significance
ikuji,育児,childcare child rearing nursing
kakuu,架空,fictitious imaginary fabricated
koreijou,これ以上,any more further longer
shoumen,正面,front frontage main
misaki,岬,cape on coast
seishounen,青少年,youth young person
chikarazuyoi,力強い,powerful strong vigorous
angai,案外,unexpectedly surprisingly
shukkin,出勤,going to work being at work
koutei,校庭,schoolyard playground campus
okugai,屋外,outdoors outside
deiri,出入り,going in and out frequenting
saisan,再三,again and again repeatedly
katamichi,片道,one way trip ticket
choujo,長女,eldest daughter first born
nanishiro,何しろ,at any rate anyhow anyway in any case
teikiken,定期券,commuter pass season ticket
genjuu,厳重,strict severe stringent rigorous
hitomi,瞳,pupil eye
nouritsu,能率,efficiency
hachi,鉢,bowl pot basin
utsuru,写る,to be photographed projected
enogu,絵の具,paint colors coloring materials
jisan,持参,bringing taking carrying
jitsuyou,実用,practical use utility
katsuji,活字,printed text print printing
shuyaku,主役,leading part actor actress
kai,貝,shellfish shell seashell
junjo,順序,order sequence procedure
igo,以後,after this from now on hereafter
kansou,感想,impression impressions
jinmei,人命,human life
gesha,下車,alighting getting off out of a vehicle
saimin,催眠,hypnosis
nara,なら,if in that case
nando,何度,how many times
gokko,ごっこ,playing make believe
biyou,美容,beauty good figure beauitiful
jimi,地味,plain simple sober reserved
juutai,重体,serious critical condition
menzei,免税,tax duty exemption
kenshuu,研修,training induction course
tsubu,粒,grain bread counter
shin,芯,wick marrow core lead
chimei,地名,place name
kouryoku,効力,effect efficacy potency
tekikaku,的確,precise accurate
kakuji,各自,each persons everyone respective
baiten,売店,stand stall booth kiosk store
higaeri,日帰り,day trip
teiin,定員,fixed number of quota capacity
kashidashi,貸出,lending loaning
fuyou,不要,unnecessary unneeded
nannari,何なり,anything whatever
somosomo,そもそも,in the first place after all
soutomo,然うとも,exactly right indeed
hyouhon,標本,example specimen sample
hyouron,評論,criticism critique
geka,外科,surgery
fukisoku,不規則,irregularity unsteadiness disorderly
sansei,酸性,acidity acidic
shiritsu,私立,private establishment
shiru,汁,soup juice sauce broth
monooki,物置,storage room storeroom
chouka,超過,excess being more than
hassou,発想,idea conception way of thinking approach
abura,脂,fat lard grease
jisseki,実績,achievements actual results accomplishments
shuuten,終点,terminus last stop
seisaku,制作,work production creation
joukyuu,上級,upper level grade high rank
daimei,題名,title caption heading
jisshu,実習,field practice training drill exercise
tansan,炭酸,carbonated drink
reshi-to,レシート,receipt
adaputa-,アダプター,adapter
same,鮫,shark
nippori,日暮里,nippori
ueno,上野,ueno
wafuu,和風,japanese style
uguisudani,鶯谷,uguisudani
sakuban,昨晩,last night
funbaru,踏ん張る,plant your feet stand your ground
kyuugohan,救護班,rescue party relief team
horeru,惚れる,to fall in love with
sukunakarazu,少なからず,considerably
douyou,動揺,trembling shaking feeling shaken
osamaru,収まる,to settle into
tentou,点灯,lights on
shoutou,消灯,lights off
okiba,置き場,place to put stuff storage
akagai,赤貝,blood clam
katsuo,鰹,skipjack tuna
shokuchuudoku,食中毒,food poisoning
nashi,梨,pear
osonae,御供え,offering
hotate,帆立,scallop
houtteoku,放っておく,leave it alone
uchigawa,内側,inside interior inner parts
nuguu,拭う,to wipe mop up
matomo,まとも,decent
tokkou,特攻,suicide attack
taichou,隊長,officer captain
gokaku,互角,equal evenly matched
katate,片手,one hand
buttobu,ぶっ飛ぶ,to fly with great force
sezaruwoenai,せざるを得ない,cannot help but do
shareninaranai,しゃれにならない,not funny no joke
chirakasu,散らかす,to scatter around make a mess
ginbura,銀ぶら,strolling in ginza
kaisou,海藻,seaweed
wakame,わかめ,miso seaweed
daikon,大根,daikon radish
funsou,紛争,dispute conflict trouble
kakujitsu,確実,certain sure definite reliable
goumon,拷問,torture
kanbu,幹部,management leaders leadership
soujite,総じて,in general generally
haiboku,敗北,defeat loss reverse
nikutai,肉体,the body flesh
hikiageru,引き上げる,to pull up lift up
daishou,代償,price cost compensation
kinoko,茸(kinoko),mushroom
ibasho,居場所,place where one belongs fits in can relax
oohaba,大幅,big large drastic substantial
koujou,向上,elevation rise improvement progress
sagi,詐欺,fraud trick scam
ippouteki,一方的,one sided
kakeru,賭ける,to wager bet risk
koutei,肯定,affirmation
jigoujitoku,自業自得,paying for mistakes reap what sow
yokkyuu,欲求,want desire
shoudou,衝動,impulse urge
tasha,他者,others other people
konogonioyonde,この期に及んで,this late in the game
tenkou,転校,changing schools
shougai,傷害,injury inflicting harm
tou,等,class order rank etc
okasu,侵す,to invade raid
soreyueni,それ故に,and so for that reason
okite,掟,rule law code
girigiri,ぎりぎり,barely
mochinushi,持ち主,owner
yorisou,寄り添う,to cuddle huddle close
sogai,阻害,obstruction
kodoku,孤独,solitude loneliness isolation
tamotsu,保つ,to keep preserve hold
fuzakeru,ふざける,to joke jest kid
kyuukyoku,究極,ultimate final last
kamawanai,構わない,no problem doesnt matter
shinsou,真相,truth reality
ikkenrakuchaku,一件落着,an issue being settled close
bousou,暴走,running wild reckless rampage
kamo,鴨,duck
kemono,獣,beast brute animal
naigai,内外,inside and outside
towazu,問わず,regardless of no matter what
todomeru,留める,to keep in to stop stay contain
hoshou,保証,guarantee pledge assurance
utsuru,映る,to be reflected displayed portrayed
gazou,画像,image picture
shien,支援,support backing aid
cha-han,炒飯,fried rice
kigasumu,気が済む,to be content
jibunnarino,自分なりの,in ones own way
kejime,けじめ,distinction
nukemichi,抜け道,way of escape loophole
imasara,今更,at this point
sarasu,晒す,to expose
toriaezu,取りあえず,first of all for now
seinengappi,生年月日,date of birth
keitou,系統,system lineage ancestry family line
chuuto,中途,halfway midway partway
yakuhin,薬品,medicine chemicals
taikei,体系,system organization architecture
jousha,乗車,boarding a vehicle getting in a taxi
chijitsu,地質,geological features
chuujun,中旬,middle of a month
gesui,下水,drainage ditch gutter sewage
kaitsuu,開通,opening of a new going into operation
koumu,公務,official business public
deiriguchi,出入り口,exit and entrance
zokuzoku,続々,successively one after another
teika,定価,list price
kushin,苦心,pains hard work effort trouble
toshin,都心,city center heart of a city
touzai,東西,east and west ladies and gentlemen
katei,課程,course curriculum
oyooshi,催し,event function gathering
chokutsuu,直通,direct line through service nonstop
machikado,街角,street corner
bunken,文献,literature books
kara,殻,shell husk
bonchi,盆地,basin between mountains
gejun,下旬,last third of a month
dantei,断定,conclusion decision judgement
youseki,容積,capacity volume
dansui,断水,water outage
seisou,清掃,cleaning clean up garbage collection
tsuya,艶,gloss luster shine sheen polish
kandenchi,乾電池,dry cell battery batteries
kanseki,感激,deep emotion impression inspiration
junsa,巡査,police office policeman
seichou,生長,growth of a plant
joujun,上旬,first ten days of a month
souryou,送料,postage shipping charge
shokyuu,初級,elementary level beginner
youshi,要旨,point essentials gist summary
koukou,孝行,filial piety showing devotion
touyu,灯油,kerosene lamp oil
bunryou,分量,amount quantity
koutou,高等,high class grade
naika,内科,internal medicine
shimekiru,締め切る,to close up shut cut off
monosashi,物差し,ruler measure
kakujuu,拡充,expansion
kakubetsu,格別,particular special exceptional
bousan,坊さん,buddhist priest monk
meisaku,名作,masterpiece
gakujuu,学術,science learning arts and sciences
gakuryoku,学力,scholarly ability
umu,有無,existence or nonexistence yes or no
youto,用途,use service purpose
namiki,並木,raodside tree row of trees
shouhai,勝敗,victory or defeat outcome
kokuritsu,国立,national founded by the government
shoumou,消耗,exhaustion consumption using up
kanetsu,加熱,heating
fuzoku,付属,attached to affiliated with
jokyouju,助教授,assistant professor
kyakuseki,客席,guest seating passenger seat
shouhin,賞品,prize trophy
shokuen,食塩,table salt
senpan,全般,the whole in general at large
hanashikakeru,話しかける,to address to talk to
ochitsuku,落ち着く,to calm down compose oneself
furumau,振る舞う,to behave to entertain
atehamaru,当てはまる,to apply a rule be applicable
ukabu,浮かぶ,to float be suspended come to mind
omoitsuku,思いつく,to think of come into mind
yappari,矢っ張り,as expected sure enough
mejirushi,目印,mark sign landmark
nasu,為す,to build up establish form
hikiukeru,引き受ける,to take on assume responsibility of
kawaru,替わる,to succeed to take the place of replace
oikakeru,追いかける,to chase run after pursue
